NTP Timestamp (ms),Arduino Timestamp (ms),Frequency (Hz)
2025-04-23 23:37:31.564,17360,50.1000
2025-04-23 23:37:31.579,17380,50.1100
2025-04-23 23:37:31.605,17400,50.1000
2025-04-23 23:37:31.627,17420,50.1100
2025-04-23 23:37:31.646,17440,50.1200
2025-04-23 23:37:31.665,17460,50.1100
2025-04-23 23:37:31.687,17480,50.1100
2025-04-23 23:37:31.703,17500,50.1000
2025-04-23 23:37:31.728,17520,50.1100
2025-04-23 23:37:31.748,17540,50.1100
2025-04-23 23:37:31.763,17560,50.1100
2025-04-23 23:37:31.783,17580,50.1100
2025-04-23 23:37:31.806,17600,50.1000
2025-04-23 23:37:31.826,17620,50.1000
2025-04-23 23:37:31.847,17640,50.1100
2025-04-23 23:37:31.868,17660,50.1100
2025-04-23 23:37:31.884,17680,50.1100
2025-04-23 23:37:31.899,17700,50.1000
2025-04-23 23:37:31.927,17720,50.1000
2025-04-23 23:37:31.948,17740,50.1100
2025-04-23 23:37:31.964,17760,50.1100
2025-04-23 23:37:31.986,17780,50.1100
2025-04-23 23:37:32.003,17800,50.1100
2025-04-23 23:37:32.027,17820,50.1100
2025-04-23 23:37:32.047,17840,50.1000
2025-04-23 23:37:32.067,17860,50.1100
2025-04-23 23:37:32.084,17880,50.1100
2025-04-23 23:37:32.100,17900,50.1100
2025-04-23 23:37:32.125,17920,50.1100
2025-04-23 23:37:32.143,17940,50.1000
2025-04-23 23:37:32.163,17960,50.1100
2025-04-23 23:37:32.180,17980,50.1100
2025-04-23 23:37:32.205,18000,50.1100
2025-04-23 23:37:32.227,18020,50.1100
2025-04-23 23:37:32.246,18040,50.1000
2025-04-23 23:37:32.268,18060,50.1000
2025-04-23 23:37:32.283,18080,50.1200
2025-04-23 23:37:32.295,18100,50.1100
2025-04-23 23:37:32.326,18120,50.1100
2025-04-23 23:37:32.346,18140,50.1000
2025-04-23 23:37:32.366,18160,50.1000
2025-04-23 23:37:32.386,18180,50.1200
2025-04-23 23:37:32.398,18200,50.1100
2025-04-23 23:37:32.426,18220,50.1100
2025-04-23 23:37:32.445,18240,50.1100
2025-04-23 23:37:32.469,18260,50.1100
2025-04-23 23:37:32.487,18280,50.1000
2025-04-23 23:37:32.502,18300,50.1200
2025-04-23 23:37:32.527,18320,50.1100
2025-04-23 23:37:32.545,18340,50.1100
2025-04-23 23:37:32.567,18360,50.1000
2025-04-23 23:37:32.588,18380,50.1000
2025-04-23 23:37:32.604,18400,50.1100
2025-04-23 23:37:32.626,18420,50.1200
2025-04-23 23:37:32.644,18440,50.1100
2025-04-23 23:37:32.665,18460,50.1100
2025-04-23 23:37:32.685,18480,50.1000
2025-04-23 23:37:32.702,18500,50.0900
2025-04-23 23:37:32.728,18520,50.1100
2025-04-23 23:37:32.746,18540,50.1200
2025-04-23 23:37:32.760,18560,50.1200
2025-04-23 23:37:32.784,18580,50.1000
2025-04-23 23:37:32.808,18600,50.1100
2025-04-23 23:37:32.825,18620,50.0900
2025-04-23 23:37:32.845,18640,50.1200
2025-04-23 23:37:32.859,18660,50.1100
2025-04-23 23:37:32.888,18680,50.1100
2025-04-23 23:37:32.906,18700,50.1100
2025-04-23 23:37:32.928,18720,50.1000
2025-04-23 23:37:32.946,18740,50.1100
2025-04-23 23:37:32.968,18760,50.1100
2025-04-23 23:37:32.986,18780,50.1100
2025-04-23 23:37:32.993,18800,50.1100
2025-04-23 23:37:33.027,18820,50.1000
2025-04-23 23:37:33.043,18840,50.1000
2025-04-23 23:37:33.066,18860,50.1100
2025-04-23 23:37:33.076,18880,50.1200
2025-04-23 23:37:33.109,18900,50.1100
2025-04-23 23:37:33.127,18920,50.1000
2025-04-23 23:37:33.147,18940,50.1000
2025-04-23 23:37:33.165,18960,50.1100
2025-04-23 23:37:33.177,18980,50.1200
2025-04-23 23:37:33.199,19000,50.1100
2025-04-23 23:37:33.218,19020,50.1000
2025-04-23 23:37:33.244,19040,50.1000
2025-04-23 23:37:33.262,19060,50.1100
2025-04-23 23:37:33.288,19080,50.1100
2025-04-23 23:37:33.308,19100,50.1100
2025-04-23 23:37:33.326,19120,50.1100
2025-04-23 23:37:33.349,19140,50.1000
2025-04-23 23:37:33.361,19160,50.1000
2025-04-23 23:37:33.386,19180,50.1100
2025-04-23 23:37:33.403,19200,50.1100
2025-04-23 23:37:33.426,19220,50.1200
2025-04-23 23:37:33.446,19240,50.1000
2025-04-23 23:37:33.468,19260,50.1100
2025-04-23 23:37:33.477,19280,50.1000
2025-04-23 23:37:33.508,19300,50.1100
2025-04-23 23:37:33.529,19320,50.1200
2025-04-23 23:37:33.548,19340,50.1000
2025-04-23 23:37:33.560,19360,50.1100
2025-04-23 23:37:33.588,19380,50.0900
2025-04-23 23:37:33.605,19400,50.1200
2025-04-23 23:37:33.627,19420,50.1100
2025-04-23 23:37:33.643,19440,50.1100
2025-04-23 23:37:33.680,19460,50.1000
2025-04-23 23:37:33.689,19480,50.1000
2025-04-23 23:37:33.705,19500,50.1100
2025-04-23 23:37:33.721,19520,50.1100
2025-04-23 23:37:33.747,19540,50.1100
2025-04-23 23:37:33.764,19560,50.1100
2025-04-23 23:37:33.780,19580,50.1100
2025-04-23 23:37:33.804,19600,50.1000
2025-04-23 23:37:33.826,19620,50.1200
2025-04-23 23:37:33.846,19640,50.1100
2025-04-23 23:37:33.869,19660,50.1000
2025-04-23 23:37:33.886,19680,50.1100
2025-04-23 23:37:33.904,19700,50.1000
2025-04-23 23:37:33.924,19720,50.1200
2025-04-23 23:37:33.946,19740,50.1000
2025-04-23 23:37:33.967,19760,50.1200
2025-04-23 23:37:33.984,19780,50.1000
2025-04-23 23:37:34.008,19800,50.1100
2025-04-23 23:37:34.029,19820,50.1000
2025-04-23 23:37:34.046,19840,50.1200
2025-04-23 23:37:34.063,19860,50.1000
2025-04-23 23:37:34.078,19880,50.1200
2025-04-23 23:37:34.098,19900,50.1100
2025-04-23 23:37:34.127,19920,50.1000
2025-04-23 23:37:34.146,19940,50.1100
2025-04-23 23:37:34.169,19960,50.1100
2025-04-23 23:37:34.185,19980,50.1100
2025-04-23 23:37:34.210,20000,50.1100
2025-04-23 23:37:34.226,20020,50.1100
2025-04-23 23:37:34.242,20040,50.1000
2025-04-23 23:37:34.262,20060,50.2200
2025-04-23 23:37:34.289,20080,50.0100
2025-04-23 23:37:34.307,20100,50.1100
2025-04-23 23:37:34.329,20120,50.1000
2025-04-23 23:37:34.349,20140,50.2300
2025-04-23 23:37:34.365,20160,50.1500
2025-04-23 23:37:34.380,20180,50.0900
2025-04-23 23:37:34.403,20200,50.1100
2025-04-23 23:37:34.427,20220,50.0300
2025-04-23 23:37:34.445,20240,50.0800
2025-04-23 23:37:34.464,20260,50.2900
2025-04-23 23:37:34.489,20280,49.9700
2025-04-23 23:37:34.509,20300,50.0300
2025-04-23 23:37:34.528,20320,50.1100
2025-04-23 23:37:34.547,20340,50.1100
2025-04-23 23:37:34.566,20360,50.1000
2025-04-23 23:37:34.583,20380,50.3200
2025-04-23 23:37:34.599,20400,49.9000
2025-04-23 23:37:34.628,20420,50.1100
2025-04-23 23:37:34.647,20440,50.1100
2025-04-23 23:37:34.665,20460,50.1000
2025-04-23 23:37:34.686,20480,50.4300
2025-04-23 23:37:34.709,20500,49.8600
2025-04-23 23:37:34.727,20520,50.0300
2025-04-23 23:37:34.747,20540,50.1100
2025-04-23 23:37:34.765,20560,50.1000
2025-04-23 23:37:34.788,20580,50.1100
2025-04-23 23:37:34.806,20600,50.1100
2025-04-23 23:37:34.829,20620,50.1000
2025-04-23 23:37:34.848,20640,50.1100
2025-04-23 23:37:34.866,20660,50.1100
2025-04-23 23:37:34.886,20680,50.1000
2025-04-23 23:37:34.909,20700,50.1000
2025-04-23 23:37:34.930,20720,50.1100
2025-04-23 23:37:34.945,20740,50.1100
2025-04-23 23:37:34.963,20760,50.1100
2025-04-23 23:37:34.986,20780,50.1000
2025-04-23 23:37:35.009,20800,50.1100
2025-04-23 23:37:35.030,20820,50.1000
2025-04-23 23:37:35.046,20840,50.1200
